model,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
14B,24,-1.0,47,(B),-43.5,-50.5,7.0,-7.0
14B,24,-1.0,48,(B),-48.25,-43.5,-4.75,4.75
14B,24,-1.0,49,(B),-46.25,-48.75,2.5,-2.5
14B,24,-1.0,50,(B),-44.0,-47.75,3.75,-3.75
14B,24,-1.0,51,(A),-45.75,-48.75,3.0,3.0
14B,24,-1.0,52,(B),-44.5,-50.25,5.75,-5.75
14B,24,-1.0,53,(A),-44.0,-45.5,1.5,1.5
14B,24,-1.0,54,(B),-43.5,-49.5,6.0,-6.0
14B,24,-1.0,55,(A),-54.75,-48.5,-6.25,-6.25
14B,24,-1.0,56,(B),-41.5,-48.25,6.75,-6.75
14B,24,-1.0,57,(A),-48.75,-49.25,0.5,0.5
14B,24,-1.0,58,(B),-45.75,-53.0,7.25,-7.25
14B,24,-1.0,59,(B),-48.25,-43.75,-4.5,4.5
14B,24,-1.0,60,(A),-42.25,-48.5,6.25,6.25
14B,24,-1.0,61,(A),-49.75,-44.0,-5.75,-5.75
14B,24,-1.0,62,(A),-43.75,-46.0,2.25,2.25
14B,24,-1.0,63,(B),-50.0,-45.75,-4.25,4.25
14B,24,-1.0,64,(B),-46.75,-52.25,5.5,-5.5
14B,24,-1.0,65,(B),-47.75,-49.0,1.25,-1.25
14B,24,-1.0,66,(A),-46.0,-49.75,3.75,3.75
14B,24,-1.0,67,(B),-47.25,-48.25,1.0,-1.0
14B,24,-1.0,68,(A),-43.75,-46.75,3.0,3.0
14B,24,-1.0,69,(B),-46.5,-48.0,1.5,-1.5
14B,24,-1.0,70,(B),-47.25,-45.75,-1.5,1.5
14B,24,-1.0,71,(B),-47.5,-43.75,-3.75,3.75
14B,24,-1.0,72,(A),-46.0,-48.75,2.75,2.75
14B,24,-1.0,73,(A),-47.25,-50.0,2.75,2.75
14B,24,-1.0,74,(A),-47.25,-49.5,2.25,2.25
14B,24,-1.0,75,(B),-45.0,-51.0,6.0,-6.0
14B,24,-1.0,76,(A),-47.0,-48.5,1.5,1.5
14B,24,-1.0,77,(B),-48.75,-53.75,5.0,-5.0
14B,24,-1.0,78,(B),-45.75,-50.25,4.5,-4.5
14B,24,-1.0,79,(B),-46.0,-47.25,1.25,-1.25
14B,24,-1.0,80,(B),-45.25,-53.0,7.75,-7.75
14B,24,-1.0,81,(A),-49.75,-46.25,-3.5,-3.5
14B,24,-1.0,82,(A),-39.5,-49.0,9.5,9.5
14B,24,-1.0,83,(A),-41.75,-49.0,7.25,7.25
14B,24,-1.0,84,(A),-45.75,-49.75,4.0,4.0
14B,24,-1.0,85,(A),-56.5,-48.25,-8.25,-8.25
14B,24,-1.0,86,(B),-48.25,-45.75,-2.5,2.5
14B,24,-1.0,87,(A),-46.25,-44.5,-1.75,-1.75
14B,24,-1.0,88,(A),-43.0,-48.5,5.5,5.5
14B,24,-1.0,89,(A),-48.5,-45.0,-3.5,-3.5
14B,24,-1.0,90,(B),-47.0,-42.25,-4.75,4.75
14B,24,-1.0,91,(B),-47.0,-51.0,4.0,-4.0
14B,24,-1.0,92,(B),-45.5,-44.5,-1.0,1.0
14B,24,-1.0,93,(A),-44.25,-47.5,3.25,3.25
14B,24,-1.0,94,(B),-45.0,-51.25,6.25,-6.25
14B,24,-1.0,95,(A),-49.5,-45.25,-4.25,-4.25
14B,24,-1.0,96,(A),-49.5,-43.5,-6.0,-6.0
14B,24,-1.0,97,(A),-43.25,-44.0,0.75,0.75
14B,24,-1.0,98,(A),-46.25,-50.5,4.25,4.25
14B,24,-1.0,99,(A),-43.75,-42.25,-1.5,-1.5
14B,24,0.0,0,(B),-48.25,-50.75,2.5,-2.5
14B,24,0.0,1,(A),-50.5,-46.0,-4.5,-4.5
14B,24,0.0,2,(B),-46.75,-49.75,3.0,-3.0
14B,24,0.0,3,(A),-52.25,-46.5,-5.75,-5.75
14B,24,0.0,4,(A),-48.25,-48.5,0.25,0.25
14B,24,0.0,5,(A),-51.25,-46.75,-4.5,-4.5
14B,24,0.0,6,(B),-38.0,-43.5,5.5,-5.5
14B,24,0.0,7,(B),-44.25,-47.0,2.75,-2.75
14B,24,0.0,8,(A),-49.5,-47.5,-2.0,-2.0
14B,24,0.0,9,(B),-48.75,-49.75,1.0,-1.0
14B,24,0.0,10,(B),-47.75,-59.0,11.25,-11.25
14B,24,0.0,11,(A),-49.25,-46.25,-3.0,-3.0
14B,24,0.0,12,(A),-41.5,-44.0,2.5,2.5
14B,24,0.0,13,(A),-42.5,-42.5,0.0,0.0
14B,24,0.0,14,(B),-41.0,-48.25,7.25,-7.25
14B,24,0.0,15,(B),-45.0,-49.5,4.5,-4.5
14B,24,0.0,16,(A),-46.25,-43.25,-3.0,-3.0
14B,24,0.0,17,(A),-45.5,-43.25,-2.25,-2.25
14B,24,0.0,18,(A),-47.5,-39.75,-7.75,-7.75
14B,24,0.0,19,(A),-50.5,-47.5,-3.0,-3.0
14B,24,0.0,20,(B),-46.0,-50.75,4.75,-4.75
14B,24,0.0,21,(B),-48.0,-52.75,4.75,-4.75
14B,24,0.0,22,(A),-51.25,-48.75,-2.5,-2.5
14B,24,0.0,23,(B),-45.0,-48.0,3.0,-3.0
14B,24,0.0,24,(A),-53.25,-47.5,-5.75,-5.75
14B,24,0.0,25,(B),-42.0,-51.5,9.5,-9.5
14B,24,0.0,26,(A),-51.25,-47.25,-4.0,-4.0
14B,24,0.0,27,(A),-43.0,-45.0,2.0,2.0
14B,24,0.0,28,(A),-50.5,-45.25,-5.25,-5.25
14B,24,0.0,29,(A),-38.25,-49.0,10.75,10.75
14B,24,0.0,30,(B),-47.25,-52.0,4.75,-4.75
14B,24,0.0,31,(B),-43.75,-51.0,7.25,-7.25
14B,24,0.0,32,(B),-46.0,-50.5,4.5,-4.5
14B,24,0.0,33,(B),-45.5,-54.0,8.5,-8.5
14B,24,0.0,34,(B),-47.25,-52.0,4.75,-4.75
14B,24,0.0,35,(B),-44.0,-48.75,4.75,-4.75
14B,24,0.0,36,(A),-39.0,-47.5,8.5,8.5
14B,24,0.0,37,(A),-41.5,-52.0,10.5,10.5
14B,24,0.0,38,(B),-39.0,-50.25,11.25,-11.25
14B,24,0.0,39,(A),-56.0,-40.0,-16.0,-16.0
14B,24,0.0,40,(B),-49.75,-47.0,-2.75,2.75
14B,24,0.0,41,(B),-45.25,-46.5,1.25,-1.25
14B,24,0.0,42,(A),-51.25,-44.75,-6.5,-6.5
14B,24,0.0,43,(A),-50.75,-46.25,-4.5,-4.5
14B,24,0.0,44,(A),-52.75,-43.25,-9.5,-9.5
14B,24,0.0,45,(B),-43.25,-50.25,7.0,-7.0
14B,24,0.0,46,(A),-46.5,-43.0,-3.5,-3.5
14B,24,0.0,47,(B),-43.5,-52.5,9.0,-9.0
14B,24,0.0,48,(B),-47.5,-46.0,-1.5,1.5
14B,24,0.0,49,(B),-46.0,-51.5,5.5,-5.5
14B,24,0.0,50,(B),-42.75,-52.25,9.5,-9.5
14B,24,0.0,51,(A),-48.0,-47.25,-0.75,-0.75
14B,24,0.0,52,(B),-41.25,-52.25,11.0,-11.0
14B,24,0.0,53,(A),-44.75,-44.25,-0.5,-0.5
14B,24,0.0,54,(B),-42.75,-51.25,8.5,-8.5
14B,24,0.0,55,(A),-55.25,-44.5,-10.75,-10.75
14B,24,0.0,56,(B),-39.5,-51.75,12.25,-12.25
14B,24,0.0,57,(A),-52.5,-48.0,-4.5,-4.5
14B,24,0.0,58,(B),-44.0,-52.75,8.75,-8.75
14B,24,0.0,59,(B),-47.25,-46.25,-1.0,1.0
14B,24,0.0,60,(A),-46.75,-47.25,0.5,0.5
14B,24,0.0,61,(A),-51.5,-42.75,-8.75,-8.75
14B,24,0.0,62,(A),-42.5,-44.0,1.5,1.5
14B,24,0.0,63,(B),-47.75,-52.5,4.75,-4.75
14B,24,0.0,64,(B),-44.25,-52.25,8.0,-8.0
14B,24,0.0,65,(B),-46.0,-50.25,4.25,-4.25
14B,24,0.0,66,(A),-47.75,-48.25,0.5,0.5
14B,24,0.0,67,(B),-47.25,-49.75,2.5,-2.5
14B,24,0.0,68,(A),-49.5,-46.25,-3.25,-3.25
14B,24,0.0,69,(B),-45.0,-49.5,4.5,-4.5
14B,24,0.0,70,(B),-46.25,-48.25,2.0,-2.0
14B,24,0.0,71,(B),-47.5,-48.75,1.25,-1.25
14B,24,0.0,72,(A),-51.25,-47.5,-3.75,-3.75
14B,24,0.0,73,(A),-49.5,-48.5,-1.0,-1.0
14B,24,0.0,74,(A),-48.75,-47.5,-1.25,-1.25
14B,24,0.0,75,(B),-42.25,-52.75,10.5,-10.5
14B,24,0.0,76,(A),-52.0,-47.0,-5.0,-5.0
14B,24,0.0,77,(B),-47.75,-53.0,5.25,-5.25
14B,24,0.0,78,(B),-44.0,-52.0,8.0,-8.0
14B,24,0.0,79,(B),-45.5,-46.5,1.0,-1.0
14B,24,0.0,80,(B),-41.5,-57.0,15.5,-15.5
14B,24,0.0,81,(A),-52.75,-45.25,-7.5,-7.5
14B,24,0.0,82,(A),-39.5,-49.0,9.5,9.5
14B,24,0.0,83,(A),-43.25,-48.0,4.75,4.75
14B,24,0.0,84,(A),-49.5,-46.0,-3.5,-3.5
14B,24,0.0,85,(A),-57.75,-44.25,-13.5,-13.5
14B,24,0.0,86,(B),-47.25,-47.5,0.25,-0.25
14B,24,0.0,87,(A),-48.0,-43.25,-4.75,-4.75
14B,24,0.0,88,(A),-44.0,-47.25,3.25,3.25
14B,24,0.0,89,(A),-51.0,-44.25,-6.75,-6.75
14B,24,0.0,90,(B),-45.75,-47.75,2.0,-2.0
14B,24,0.0,91,(B),-45.5,-52.5,7.0,-7.0
14B,24,0.0,92,(B),-44.5,-46.75,2.25,-2.25
14B,24,0.0,93,(A),-43.25,-46.0,2.75,2.75
14B,24,0.0,94,(B),-43.5,-53.25,9.75,-9.75
14B,24,0.0,95,(A),-50.5,-43.75,-6.75,-6.75
14B,24,0.0,96,(A),-51.25,-41.75,-9.5,-9.5
14B,24,0.0,97,(A),-44.25,-42.25,-2.0,-2.0
14B,24,0.0,98,(A),-48.0,-49.0,1.0,1.0
14B,24,0.0,99,(A),-46.5,-41.5,-5.0,-5.0
14B,24,1.0,0,(B),-42.75,-48.75,6.0,-6.0
14B,24,1.0,1,(A),-48.25,-42.5,-5.75,-5.75
14B,24,1.0,2,(B),-41.5,-47.5,6.0,-6.0
14B,24,1.0,3,(A),-50.5,-45.25,-5.25,-5.25
14B,24,1.0,4,(A),-49.0,-45.5,-3.5,-3.5
14B,24,1.0,5,(A),-54.25,-45.75,-8.5,-8.5
14B,24,1.0,6,(B),-38.0,-44.25,6.25,-6.25
14B,24,1.0,7,(B),-39.5,-45.5,6.0,-6.0
14B,24,1.0,8,(A),-50.25,-45.75,-4.5,-4.5
14B,24,1.0,9,(B),-48.0,-48.75,0.75,-0.75
14B,24,1.0,10,(B),-48.25,-56.75,8.5,-8.5
14B,24,1.0,11,(A),-49.25,-44.75,-4.5,-4.5
14B,24,1.0,12,(A),-48.75,-42.5,-6.25,-6.25
14B,24,1.0,13,(A),-45.25,-36.5,-8.75,-8.75
14B,24,1.0,14,(B),-40.0,-47.0,7.0,-7.0
14B,24,1.0,15,(B),-43.5,-46.75,3.25,-3.25
14B,24,1.0,16,(A),-46.75,-41.0,-5.75,-5.75
14B,24,1.0,17,(A),-52.5,-43.5,-9.0,-9.0
14B,24,1.0,18,(A),-48.5,-37.5,-11.0,-11.0
14B,24,1.0,19,(A),-49.5,-44.75,-4.75,-4.75
14B,24,1.0,20,(B),-43.5,-47.5,4.0,-4.0
14B,24,1.0,21,(B),-47.0,-49.75,2.75,-2.75
14B,24,1.0,22,(A),-49.75,-44.5,-5.25,-5.25
14B,24,1.0,23,(B),-42.25,-46.75,4.5,-4.5
14B,24,1.0,24,(A),-52.0,-44.0,-8.0,-8.0
14B,24,1.0,25,(B),-41.25,-49.75,8.5,-8.5
14B,24,1.0,26,(A),-50.5,-44.5,-6.0,-6.0
14B,24,1.0,27,(A),-45.5,-43.25,-2.25,-2.25
14B,24,1.0,28,(A),-48.0,-44.0,-4.0,-4.0
14B,24,1.0,29,(A),-39.0,-49.75,10.75,10.75
14B,24,1.0,30,(B),-49.5,-50.75,1.25,-1.25
14B,24,1.0,31,(B),-44.25,-48.0,3.75,-3.75
14B,24,1.0,32,(B),-42.5,-48.0,5.5,-5.5
14B,24,1.0,33,(B),-44.25,-52.75,8.5,-8.5
14B,24,1.0,34,(B),-48.5,-50.5,2.0,-2.0
14B,24,1.0,35,(B),-39.25,-47.0,7.75,-7.75
14B,24,1.0,36,(A),-43.25,-44.5,1.25,1.25
14B,24,1.0,37,(A),-44.75,-51.0,6.25,6.25
14B,24,1.0,38,(B),-41.5,-48.5,7.0,-7.0
14B,24,1.0,39,(A),-54.5,-41.25,-13.25,-13.25
14B,24,1.0,40,(B),-47.25,-47.0,-0.25,0.25
14B,24,1.0,41,(B),-43.25,-47.5,4.25,-4.25
14B,24,1.0,42,(A),-49.75,-42.5,-7.25,-7.25
14B,24,1.0,43,(A),-50.25,-45.0,-5.25,-5.25
14B,24,1.0,44,(A),-52.0,-41.75,-10.25,-10.25
14B,24,1.0,45,(B),-43.75,-48.5,4.75,-4.75
14B,24,1.0,46,(A),-48.0,-42.75,-5.25,-5.25
14B,24,1.0,47,(B),-42.5,-50.0,7.5,-7.5
14B,24,1.0,48,(B),-46.0,-45.5,-0.5,0.5
14B,24,1.0,49,(B),-46.25,-49.0,2.75,-2.75
14B,24,1.0,50,(B),-41.75,-51.25,9.5,-9.5
14B,24,1.0,51,(A),-49.25,-44.25,-5.0,-5.0
14B,24,1.0,52,(B),-39.5,-51.0,11.5,-11.5
14B,24,1.0,53,(A),-47.75,-41.0,-6.75,-6.75
14B,24,1.0,54,(B),-44.5,-48.25,3.75,-3.75
14B,24,1.0,55,(A),-54.0,-46.0,-8.0,-8.0
14B,24,1.0,56,(B),-38.5,-50.5,12.0,-12.0
14B,24,1.0,57,(A),-51.5,-45.25,-6.25,-6.25
14B,24,1.0,58,(B),-41.75,-49.25,7.5,-7.5
14B,24,1.0,59,(B),-45.75,-46.0,0.25,-0.25
14B,24,1.0,60,(A),-46.5,-45.5,-1.0,-1.0
14B,24,1.0,61,(A),-51.25,-43.25,-8.0,-8.0
14B,24,1.0,62,(A),-46.25,-40.5,-5.75,-5.75
14B,24,1.0,63,(B),-47.0,-51.75,4.75,-4.75
14B,24,1.0,64,(B),-41.5,-49.25,7.75,-7.75
14B,24,1.0,65,(B),-42.0,-48.5,6.5,-6.5
14B,24,1.0,66,(A),-49.0,-47.0,-2.0,-2.0
14B,24,1.0,67,(B),-44.0,-47.75,3.75,-3.75
14B,24,1.0,68,(A),-49.5,-43.5,-6.0,-6.0
14B,24,1.0,69,(B),-43.75,-47.5,3.75,-3.75
14B,24,1.0,70,(B),-41.75,-47.0,5.25,-5.25
14B,24,1.0,71,(B),-45.25,-46.5,1.25,-1.25
14B,24,1.0,72,(A),-50.25,-44.5,-5.75,-5.75
14B,24,1.0,73,(A),-50.25,-44.5,-5.75,-5.75
14B,24,1.0,74,(A),-51.0,-45.75,-5.25,-5.25
14B,24,1.0,75,(B),-42.5,-49.75,7.25,-7.25
14B,24,1.0,76,(A),-51.75,-45.0,-6.75,-6.75
14B,24,1.0,77,(B),-44.0,-51.0,7.0,-7.0
14B,24,1.0,78,(B),-43.25,-49.25,6.0,-6.0
14B,24,1.0,79,(B),-42.25,-46.25,4.0,-4.0
14B,24,1.0,80,(B),-42.25,-54.25,12.0,-12.0
14B,24,1.0,81,(A),-50.75,-42.75,-8.0,-8.0
14B,24,1.0,82,(A),-44.0,-49.0,5.0,5.0
14B,24,1.0,83,(A),-47.0,-45.75,-1.25,-1.25
14B,24,1.0,84,(A),-48.75,-46.75,-2.0,-2.0
14B,24,1.0,85,(A),-55.75,-45.75,-10.0,-10.0
14B,24,1.0,86,(B),-45.5,-46.0,0.5,-0.5
14B,24,1.0,87,(A),-46.5,-41.0,-5.5,-5.5
14B,24,1.0,88,(A),-44.5,-45.25,0.75,0.75
14B,24,1.0,89,(A),-49.5,-42.0,-7.5,-7.5
14B,24,1.0,90,(B),-40.5,-47.5,7.0,-7.0
14B,24,1.0,91,(B),-41.75,-49.5,7.75,-7.75
14B,24,1.0,92,(B),-39.75,-46.0,6.25,-6.25
14B,24,1.0,93,(A),-46.75,-43.25,-3.5,-3.5
14B,24,1.0,94,(B),-44.25,-50.75,6.5,-6.5
14B,24,1.0,95,(A),-50.5,-39.25,-11.25,-11.25
14B,24,1.0,96,(A),-49.25,-41.75,-7.5,-7.5
14B,24,1.0,97,(A),-46.0,-41.5,-4.5,-4.5
14B,24,1.0,98,(A),-51.0,-46.5,-4.5,-4.5
14B,24,1.0,99,(A),-48.75,-42.0,-6.75,-6.75
32B,49,-1.0,0,(B),-31.875,-32.25,0.375,-0.375
32B,49,-1.0,1,(A),-31.75,-32.25,0.5,0.5
32B,49,-1.0,2,(B),-32.5,-33.25,0.75,-0.75
32B,49,-1.0,3,(A),-33.75,-29.625,-4.125,-4.125
32B,49,-1.0,4,(A),-28.0,-32.75,4.75,4.75
32B,49,-1.0,5,(A),-32.25,-34.5,2.25,2.25
32B,49,-1.0,6,(B),-26.75,-25.875,-0.875,0.875
32B,49,-1.0,7,(B),-31.75,-30.75,-1.0,1.0
32B,49,-1.0,8,(A),-32.0,-34.25,2.25,2.25
32B,49,-1.0,9,(B),-34.25,-30.0,-4.25,4.25
32B,49,-1.0,10,(B),-28.875,-28.375,-0.5,0.5
32B,49,-1.0,11,(A),-28.625,-29.5,0.875,0.875
32B,49,-1.0,12,(A),-26.625,-32.0,5.375,5.375
32B,49,-1.0,13,(A),-31.75,-28.875,-2.875,-2.875
32B,49,-1.0,14,(B),-29.625,-25.5,-4.125,4.125
32B,49,-1.0,15,(B),-28.875,-30.5,1.625,-1.625
32B,49,-1.0,16,(A),-33.0,-29.0,-4.0,-4.0
32B,49,-1.0,17,(A),-32.25,-27.625,-4.625,-4.625
32B,49,-1.0,18,(A),-35.0,-29.0,-6.0,-6.0
32B,49,-1.0,19,(A),-35.0,-31.375,-3.625,-3.625
32B,49,-1.0,20,(B),-34.25,-34.5,0.25,-0.25
32B,49,-1.0,21,(B),-32.5,-31.625,-0.875,0.875
32B,49,-1.0,22,(A),-31.75,-31.5,-0.25,-0.25
32B,49,-1.0,23,(B),-30.375,-31.625,1.25,-1.25
32B,49,-1.0,24,(A),-30.875,-31.75,0.875,0.875
32B,49,-1.0,25,(B),-28.625,-31.75,3.125,-3.125
32B,49,-1.0,26,(A),-31.5,-30.75,-0.75,-0.75
32B,49,-1.0,27,(A),-29.625,-28.375,-1.25,-1.25
32B,49,-1.0,28,(A),-30.875,-24.75,-6.125,-6.125
32B,49,-1.0,29,(A),-30.5,-32.75,2.25,2.25
32B,49,-1.0,30,(B),-29.25,-32.5,3.25,-3.25
32B,49,-1.0,31,(B),-28.0,-28.625,0.625,-0.625
32B,49,-1.0,32,(B),-33.25,-30.875,-2.375,2.375
32B,49,-1.0,33,(B),-29.75,-31.0,1.25,-1.25
32B,49,-1.0,34,(B),-31.875,-31.125,-0.75,0.75
32B,49,-1.0,35,(B),-27.625,-31.125,3.5,-3.5
32B,49,-1.0,36,(A),-27.0,-30.0,3.0,3.0
32B,49,-1.0,37,(A),-31.5,-27.0,-4.5,-4.5
32B,49,-1.0,38,(B),-28.5,-31.25,2.75,-2.75
32B,49,-1.0,39,(A),-35.25,-25.625,-9.625,-9.625
32B,49,-1.0,40,(B),-33.0,-29.375,-3.625,3.625
32B,49,-1.0,41,(B),-34.0,-31.75,-2.25,2.25
32B,49,-1.0,42,(A),-31.875,-30.125,-1.75,-1.75
32B,49,-1.0,43,(A),-32.5,-33.75,1.25,1.25
32B,49,-1.0,44,(A),-32.25,-30.0,-2.25,-2.25
32B,49,-1.0,45,(B),-32.0,-31.875,-0.125,0.125
32B,49,-1.0,46,(A),-29.875,-26.0,-3.875,-3.875
32B,49,-1.0,47,(B),-28.25,-31.25,3.0,-3.0
32B,49,-1.0,48,(B),-32.5,-28.875,-3.625,3.625
32B,49,-1.0,49,(B),-27.125,-27.625,0.5,-0.5
32B,49,-1.0,50,(B),-29.125,-27.375,-1.75,1.75
32B,49,-1.0,51,(A),-33.5,-36.75,3.25,3.25
32B,49,-1.0,52,(B),-28.75,-36.25,7.5,-7.5
32B,49,-1.0,53,(A),-31.0,-26.875,-4.125,-4.125
32B,49,-1.0,54,(B),-27.625,-33.25,5.625,-5.625
32B,49,-1.0,55,(A),-35.75,-27.5,-8.25,-8.25
32B,49,-1.0,56,(B),-29.625,-32.25,2.625,-2.625
32B,49,-1.0,57,(A),-33.25,-31.5,-1.75,-1.75
32B,49,-1.0,58,(B),-31.25,-32.5,1.25,-1.25
32B,49,-1.0,59,(B),-36.25,-29.625,-6.625,6.625
32B,49,-1.0,60,(A),-28.125,-27.125,-1.0,-1.0
32B,49,-1.0,61,(A),-35.75,-25.375,-10.375,-10.375
32B,49,-1.0,62,(A),-31.375,-32.0,0.625,0.625
32B,49,-1.0,63,(B),-30.5,-29.75,-0.75,0.75
32B,49,-1.0,64,(B),-28.625,-29.875,1.25,-1.25
32B,49,-1.0,65,(B),-32.25,-31.875,-0.375,0.375
32B,49,-1.0,66,(A),-29.375,-34.5,5.125,5.125
32B,49,-1.0,67,(B),-33.0,-30.625,-2.375,2.375
32B,49,-1.0,68,(A),-30.75,-30.75,0.0,0.0
32B,49,-1.0,69,(B),-32.0,-32.0,0.0,-0.0
32B,49,-1.0,70,(B),-29.625,-28.375,-1.25,1.25
32B,49,-1.0,71,(B),-34.5,-30.0,-4.5,4.5
32B,49,-1.0,72,(A),-33.5,-30.375,-3.125,-3.125
32B,49,-1.0,73,(A),-34.75,-36.75,2.0,2.0
32B,49,-1.0,74,(A),-32.25,-34.5,2.25,2.25
32B,49,-1.0,75,(B),-28.375,-33.25,4.875,-4.875
32B,49,-1.0,76,(A),-33.0,-33.25,0.25,0.25
32B,49,-1.0,77,(B),-32.5,-34.5,2.0,-2.0
32B,49,-1.0,78,(B),-33.5,-31.875,-1.625,1.625
32B,49,-1.0,79,(B),-32.0,-28.625,-3.375,3.375
32B,49,-1.0,80,(B),-26.625,-33.5,6.875,-6.875
32B,49,-1.0,81,(A),-32.75,-28.875,-3.875,-3.875
32B,49,-1.0,82,(A),-28.25,-28.375,0.125,0.125
32B,49,-1.0,83,(A),-31.375,-39.5,8.125,8.125
32B,49,-1.0,84,(A),-33.25,-23.625,-9.625,-9.625
32B,49,-1.0,85,(A),-35.75,-30.375,-5.375,-5.375
32B,49,-1.0,86,(B),-33.25,-30.375,-2.875,2.875
32B,49,-1.0,87,(A),-31.25,-29.5,-1.75,-1.75
32B,49,-1.0,88,(A),-28.25,-34.75,6.5,6.5
32B,49,-1.0,89,(A),-33.25,-27.375,-5.875,-5.875
32B,49,-1.0,90,(B),-33.75,-29.75,-4.0,4.0
32B,49,-1.0,91,(B),-29.625,-33.5,3.875,-3.875
32B,49,-1.0,92,(B),-31.625,-33.0,1.375,-1.375
32B,49,-1.0,93,(A),-31.5,-33.0,1.5,1.5
32B,49,-1.0,94,(B),-31.25,-33.0,1.75,-1.75
32B,49,-1.0,95,(A),-32.75,-32.25,-0.5,-0.5
32B,49,-1.0,96,(A),-33.5,-27.125,-6.375,-6.375
32B,49,-1.0,97,(A),-31.375,-32.75,1.375,1.375
32B,49,-1.0,98,(A),-34.0,-35.0,1.0,1.0
32B,49,-1.0,99,(A),-34.25,-23.125,-11.125,-11.125
32B,49,0.0,0,(B),-35.5,-36.0,0.5,-0.5
32B,49,0.0,1,(A),-37.0,-35.5,-1.5,-1.5
32B,49,0.0,2,(B),-35.25,-39.5,4.25,-4.25
32B,49,0.0,3,(A),-38.5,-32.0,-6.5,-6.5
32B,49,0.0,4,(A),-33.75,-38.0,4.25,4.25
32B,49,0.0,5,(A),-36.75,-39.5,2.75,2.75
32B,49,0.0,6,(B),-28.5,-30.0,1.5,-1.5
32B,49,0.0,7,(B),-36.0,-35.25,-0.75,0.75
32B,49,0.0,8,(A),-37.5,-37.0,-0.5,-0.5
32B,49,0.0,9,(B),-39.75,-33.25,-6.5,6.5
32B,49,0.0,10,(B),-32.0,-34.0,2.0,-2.0
32B,49,0.0,11,(A),-32.75,-32.5,-0.25,-0.25
32B,49,0.0,12,(A),-29.125,-37.75,8.625,8.625
32B,49,0.0,13,(A),-36.75,-30.625,-6.125,-6.125
32B,49,0.0,14,(B),-31.5,-31.25,-0.25,0.25
32B,49,0.0,15,(B),-31.75,-37.75,6.0,-6.0
32B,49,0.0,16,(A),-38.75,-30.25,-8.5,-8.5
32B,49,0.0,17,(A),-37.75,-28.75,-9.0,-9.0
32B,49,0.0,18,(A),-40.5,-31.25,-9.25,-9.25
32B,49,0.0,19,(A),-41.0,-34.25,-6.75,-6.75
32B,49,0.0,20,(B),-37.0,-38.5,1.5,-1.5
32B,49,0.0,21,(B),-34.5,-37.25,2.75,-2.75
32B,49,0.0,22,(A),-37.5,-32.75,-4.75,-4.75
32B,49,0.0,23,(B),-32.0,-38.75,6.75,-6.75
32B,49,0.0,24,(A),-35.5,-32.0,-3.5,-3.5
32B,49,0.0,25,(B),-32.5,-36.0,3.5,-3.5
32B,49,0.0,26,(A),-35.5,-32.75,-2.75,-2.75
32B,49,0.0,27,(A),-33.0,-31.375,-1.625,-1.625
32B,49,0.0,28,(A),-35.25,-25.0,-10.25,-10.25
32B,49,0.0,29,(A),-33.5,-34.25,0.75,0.75
32B,49,0.0,30,(B),-31.875,-37.0,5.125,-5.125
32B,49,0.0,31,(B),-30.75,-34.25,3.5,-3.5
32B,49,0.0,32,(B),-35.75,-36.75,1.0,-1.0
32B,49,0.0,33,(B),-33.5,-35.25,1.75,-1.75
32B,49,0.0,34,(B),-33.25,-40.25,7.0,-7.0
32B,49,0.0,35,(B),-30.25,-38.0,7.75,-7.75
32B,49,0.0,36,(A),-30.875,-35.0,4.125,4.125
32B,49,0.0,37,(A),-35.0,-31.25,-3.75,-3.75
32B,49,0.0,38,(B),-29.625,-37.5,7.875,-7.875
32B,49,0.0,39,(A),-39.75,-25.875,-13.875,-13.875
32B,49,0.0,40,(B),-37.75,-34.5,-3.25,3.25
32B,49,0.0,41,(B),-37.75,-35.75,-2.0,2.0
32B,49,0.0,42,(A),-36.75,-31.625,-5.125,-5.125
32B,49,0.0,43,(A),-37.25,-36.0,-1.25,-1.25
32B,49,0.0,44,(A),-37.0,-34.25,-2.75,-2.75
32B,49,0.0,45,(B),-36.0,-39.0,3.0,-3.0
32B,49,0.0,46,(A),-34.75,-27.125,-7.625,-7.625
32B,49,0.0,47,(B),-32.25,-36.25,4.0,-4.0
32B,49,0.0,48,(B),-34.75,-34.0,-0.75,0.75
32B,49,0.0,49,(B),-27.125,-34.0,6.875,-6.875
32B,49,0.0,50,(B),-31.25,-32.75,1.5,-1.5
32B,49,0.0,51,(A),-38.5,-40.75,2.25,2.25
32B,49,0.0,52,(B),-31.375,-37.5,6.125,-6.125
32B,49,0.0,53,(A),-36.0,-27.375,-8.625,-8.625
32B,49,0.0,54,(B),-30.25,-39.5,9.25,-9.25
32B,49,0.0,55,(A),-39.75,-26.75,-13.0,-13.0
32B,49,0.0,56,(B),-31.375,-35.75,4.375,-4.375
32B,49,0.0,57,(A),-38.25,-34.25,-4.0,-4.0
32B,49,0.0,58,(B),-34.0,-38.25,4.25,-4.25
32B,49,0.0,59,(B),-40.25,-34.0,-6.25,6.25
32B,49,0.0,60,(A),-29.625,-29.625,0.0,0.0
32B,49,0.0,61,(A),-39.75,-27.125,-12.625,-12.625
