model,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
14B,19,1.0,36,(A),-13.875,-13.5,-0.375,-0.375
14B,19,1.0,37,(A),-18.0,-18.5,0.5,0.5
14B,19,1.0,38,(B),-15.5,-13.375,-2.125,2.125
14B,19,1.0,39,(A),-15.125,-22.125,7.0,7.0
14B,19,1.0,40,(B),-2.359375,-6.5,4.140625,-4.140625
14B,19,1.0,41,(B),-0.00225830078125,-6.5,6.49774169921875,-6.49774169921875
14B,19,1.0,42,(A),-6.375,-15.0,8.625,8.625
14B,19,1.0,43,(A),-0.9921875,-5.25,4.2578125,4.2578125
14B,19,1.0,44,(A),-0.38671875,-11.25,10.86328125,10.86328125
14B,19,1.0,45,(B),-18.625,-20.625,2.0,-2.0
14B,19,1.0,46,(A),-15.125,-17.125,2.0,2.0
14B,19,1.0,47,(B),-8.6875,-7.28125,-1.40625,1.40625
14B,19,1.0,48,(B),-5.15625,-9.0625,3.90625,-3.90625
14B,19,1.0,49,(B),-12.625,-15.75,3.125,-3.125
14B,19,1.0,50,(B),-9.0625,-3.65625,-5.40625,5.40625
14B,19,1.0,51,(A),-5.1875,-6.5625,1.375,1.375
14B,19,1.0,52,(B),-11.625,-8.125,-3.5,3.5
14B,19,1.0,53,(A),-8.125,-6.125,-2.0,-2.0
14B,19,1.0,54,(B),-1.5859375,-0.3359375,-1.25,1.25
14B,19,1.0,55,(A),-15.125,-23.875,8.75,8.75
14B,19,1.0,56,(B),-14.375,-13.875,-0.5,0.5
14B,19,1.0,57,(A),-0.07958984375,-6.59375,6.51416015625,6.51416015625
14B,19,1.0,58,(B),-9.75,-1.5078125,-8.2421875,8.2421875
14B,19,1.0,59,(B),-14.25,-18.5,4.25,-4.25
14B,19,1.0,60,(A),-22.125,-23.75,1.625,1.625
14B,19,1.0,61,(A),-12.375,-21.125,8.75,8.75
14B,19,1.0,62,(A),-8.8125,-11.6875,2.875,2.875
14B,19,1.0,63,(B),-22.875,-21.625,-1.25,1.25
14B,19,1.0,64,(B),-10.125,-8.625,-1.5,1.5
14B,19,1.0,65,(B),-5.125,-3.375,-1.75,1.75
14B,19,1.0,66,(A),-8.8125,-9.3125,0.5,0.5
14B,19,1.0,67,(B),-1.703125,-0.70703125,-0.99609375,0.99609375
14B,19,1.0,68,(A),-2.125,-2.25,0.125,0.125
14B,19,1.0,69,(B),-5.90625,-8.25,2.34375,-2.34375
14B,19,1.0,70,(B),-3.171875,-0.046875,-3.125,3.125
14B,19,1.0,71,(B),-2.375,-3.75,1.375,-1.375
14B,19,1.0,72,(A),-6.375,-12.25,5.875,5.875
14B,19,1.0,73,(A),-11.75,-13.125,1.375,1.375
14B,19,1.0,74,(A),-1.3125,-1.9375,0.625,0.625
14B,19,1.0,75,(B),-9.6875,-4.59375,-5.09375,5.09375
14B,19,1.0,76,(A),-3.53125,-8.8125,5.28125,5.28125
14B,19,1.0,77,(B),-5.9375,-0.04736328125,-5.89013671875,5.89013671875
14B,19,1.0,78,(B),-7.71875,-4.21875,-3.5,3.5
14B,19,1.0,79,(B),-0.02490234375,-3.90625,3.88134765625,-3.88134765625
14B,19,1.0,80,(B),-23.625,-18.75,-4.875,4.875
14B,19,1.0,81,(A),-5.75,-14.375,8.625,8.625
14B,19,1.0,82,(A),-20.5,-21.625,1.125,1.125
14B,19,1.0,83,(A),-4.4375,-1.4453125,-2.9921875,-2.9921875
14B,19,1.0,84,(A),-22.0,-25.375,3.375,3.375
14B,19,1.0,85,(A),-14.75,-19.125,4.375,4.375
14B,19,1.0,86,(B),-6.875,-9.5,2.625,-2.625
14B,19,1.0,87,(A),-8.25,-16.25,8.0,8.0
14B,19,1.0,88,(A),-14.3125,-18.0,3.6875,3.6875
14B,19,1.0,89,(A),-10.25,-20.0,9.75,9.75
14B,19,1.0,90,(B),-0.890625,-6.40625,5.515625,-5.515625
14B,19,1.0,91,(B),-8.125,-5.5,-2.625,2.625
14B,19,1.0,92,(B),-0.2578125,-5.875,5.6171875,-5.6171875
14B,19,1.0,93,(A),-15.6875,-18.375,2.6875,2.6875
14B,19,1.0,94,(B),-5.75,-0.5078125,-5.2421875,5.2421875
14B,19,1.0,95,(A),-6.40625,-14.0625,7.65625,7.65625
14B,19,1.0,96,(A),-12.375,-20.25,7.875,7.875
14B,19,1.0,97,(A),-2.703125,-0.07568359375,-2.62744140625,-2.62744140625
14B,19,1.0,98,(A),-2.765625,-0.3828125,-2.3828125,-2.3828125
14B,19,1.0,99,(A),-18.375,-21.875,3.5,3.5
14B,24,-1.0,0,(B),-0.00543212890625,-12.25,12.24456787109375,-12.24456787109375
14B,24,-1.0,1,(A),-0.2275390625,-4.59375,4.3662109375,4.3662109375
14B,24,-1.0,2,(B),-0.3984375,-8.125,7.7265625,-7.7265625
14B,24,-1.0,3,(A),-0.0166015625,-4.28125,4.2646484375,4.2646484375
14B,24,-1.0,4,(A),-3.53125,-1.15625,-2.375,-2.375
14B,24,-1.0,5,(A),-8.8125,-8.9375,0.125,0.125
14B,24,-1.0,6,(B),-14.0,-19.625,5.625,-5.625
14B,24,-1.0,7,(B),-0.05224609375,-12.0625,12.01025390625,-12.01025390625
14B,24,-1.0,8,(A),-0.890625,-1.015625,0.125,0.125
14B,24,-1.0,9,(B),-1.4296875,-9.8125,8.3828125,-8.3828125
14B,24,-1.0,10,(B),-14.375,-20.875,6.5,-6.5
14B,24,-1.0,11,(A),-0.43359375,-7.6875,7.25390625,7.25390625
14B,24,-1.0,12,(A),-12.9375,-6.28125,-6.65625,-6.65625
14B,24,-1.0,13,(A),-15.5,-19.0,3.5,3.5
14B,24,-1.0,14,(B),-9.0,-16.875,7.875,-7.875
14B,24,-1.0,15,(B),-9.25,-13.375,4.125,-4.125
14B,24,-1.0,16,(A),-12.5,-14.0,1.5,1.5
14B,24,-1.0,17,(A),-9.25,-3.90625,-5.34375,-5.34375
14B,24,-1.0,18,(A),-6.75,-15.5,8.75,8.75
14B,24,-1.0,19,(A),-6.40625,-11.75,5.34375,5.34375
14B,24,-1.0,20,(B),-0.06689453125,-4.3125,4.24560546875,-4.24560546875
14B,24,-1.0,21,(B),-0.4140625,-1.9140625,1.5,-1.5
14B,24,-1.0,22,(A),-1.7109375,-0.7109375,-1.0,-1.0
14B,24,-1.0,23,(B),-2.4375,-9.1875,6.75,-6.75
14B,24,-1.0,24,(A),-0.2333984375,-1.984375,1.7509765625,1.7509765625
14B,24,-1.0,25,(B),-4.5625,-2.828125,-1.734375,1.734375
14B,24,-1.0,26,(A),-7.15625,-9.0,1.84375,1.84375
14B,24,-1.0,27,(A),-7.65625,-7.78125,0.125,0.125
14B,24,-1.0,28,(A),-9.625,-13.25,3.625,3.625
14B,24,-1.0,29,(A),-17.125,-20.625,3.5,3.5
14B,24,-1.0,30,(B),-9.125,-16.125,7.0,-7.0
14B,24,-1.0,31,(B),-8.5,-10.0,1.5,-1.5
14B,24,-1.0,32,(B),-2.8125,-11.5625,8.75,-8.75
14B,24,-1.0,33,(B),-3.546875,-13.8125,10.265625,-10.265625
14B,24,-1.0,34,(B),-12.5,-17.375,4.875,-4.875
14B,24,-1.0,35,(B),-0.0654296875,-2.8125,2.7470703125,-2.7470703125
14B,24,-1.0,36,(A),-12.1875,-11.8125,-0.375,-0.375
14B,24,-1.0,37,(A),-13.875,-15.25,1.375,1.375
14B,24,-1.0,38,(B),-10.375,-11.875,1.5,-1.5
14B,24,-1.0,39,(A),-10.375,-17.25,6.875,6.875
14B,24,-1.0,40,(B),-0.37109375,-9.5,9.12890625,-9.12890625
14B,24,-1.0,41,(B),-0.003814697265625,-14.125,14.121185302734375,-14.121185302734375
14B,24,-1.0,42,(A),-6.75,-11.75,5.0,5.0
14B,24,-1.0,43,(A),-1.375,-1.125,-0.25,-0.25
14B,24,-1.0,44,(A),-0.388671875,-8.875,8.486328125,8.486328125
14B,24,-1.0,45,(B),-11.5,-17.625,6.125,-6.125
14B,24,-1.0,46,(A),-10.9375,-12.8125,1.875,1.875
14B,24,-1.0,47,(B),-6.90625,-10.5625,3.65625,-3.65625
14B,24,-1.0,48,(B),-1.171875,-10.4375,9.265625,-9.265625
14B,24,-1.0,49,(B),-6.40625,-11.0625,4.65625,-4.65625
14B,24,-1.0,50,(B),-4.28125,-8.3125,4.03125,-4.03125
14B,24,-1.0,51,(A),-2.828125,-1.703125,-1.125,-1.125
14B,24,-1.0,52,(B),-9.0,-13.5,4.5,-4.5
14B,24,-1.0,53,(A),-5.59375,-0.70703125,-4.88671875,-4.88671875
14B,24,-1.0,54,(B),-0.2412109375,-4.875,4.6337890625,-4.6337890625
14B,24,-1.0,55,(A),-15.375,-22.875,7.5,7.5
14B,24,-1.0,56,(B),-14.9375,-18.5,3.5625,-3.5625
14B,24,-1.0,57,(A),-0.185546875,-2.3125,2.126953125,2.126953125
14B,24,-1.0,58,(B),-7.09375,-2.359375,-4.734375,4.734375
14B,24,-1.0,59,(B),-8.625,-17.125,8.5,-8.5
14B,24,-1.0,60,(A),-20.25,-22.875,2.625,2.625
14B,24,-1.0,61,(A),-12.25,-20.125,7.875,7.875
14B,24,-1.0,62,(A),-7.0625,-7.3125,0.25,0.25
14B,24,-1.0,63,(B),-18.0,-22.0,4.0,-4.0
14B,24,-1.0,64,(B),-6.625,-6.625,0.0,-0.0
14B,24,-1.0,65,(B),-3.6875,-11.0625,7.375,-7.375
14B,24,-1.0,66,(A),-4.96875,-6.34375,1.375,1.375
14B,24,-1.0,67,(B),-0.11474609375,-5.25,5.13525390625,-5.13525390625
14B,24,-1.0,68,(A),-4.40625,-0.140625,-4.265625,-4.265625
14B,24,-1.0,69,(B),-1.46875,-10.625,9.15625,-9.15625
14B,24,-1.0,70,(B),-0.0001659393310546875,-13.375,13.374834060668945,-13.374834060668945
14B,24,-1.0,71,(B),-0.03173828125,-12.8125,12.78076171875,-12.78076171875
14B,24,-1.0,72,(A),-4.625,-8.5,3.875,3.875
14B,24,-1.0,73,(A),-7.625,-8.25,0.625,0.625
14B,24,-1.0,74,(A),-4.15625,-0.044677734375,-4.111572265625,-4.111572265625
14B,24,-1.0,75,(B),-4.4375,-7.1875,2.75,-2.75
14B,24,-1.0,76,(A),-2.9375,-4.9375,2.0,2.0
14B,24,-1.0,77,(B),-0.60546875,-1.7265625,1.12109375,-1.12109375
14B,24,-1.0,78,(B),-5.125,-8.375,3.25,-3.25
14B,24,-1.0,79,(B),-0.0111083984375,-14.0,13.9888916015625,-13.9888916015625
14B,24,-1.0,80,(B),-18.375,-21.75,3.375,-3.375
14B,24,-1.0,81,(A),-4.40625,-12.0,7.59375,7.59375
14B,24,-1.0,82,(A),-19.625,-20.5,0.875,0.875
14B,24,-1.0,83,(A),-4.59375,-2.203125,-2.390625,-2.390625
14B,24,-1.0,84,(A),-18.125,-22.125,4.0,4.0
14B,24,-1.0,85,(A),-12.125,-14.625,2.5,2.5
14B,24,-1.0,86,(B),-1.625,-11.125,9.5,-9.5
14B,24,-1.0,87,(A),-6.125,-12.0,5.875,5.875
14B,24,-1.0,88,(A),-12.125,-16.625,4.5,4.5
14B,24,-1.0,89,(A),-8.0,-15.75,7.75,7.75
14B,24,-1.0,90,(B),-0.03515625,-13.8125,13.77734375,-13.77734375
14B,24,-1.0,91,(B),-4.15625,-7.65625,3.5,-3.5
14B,24,-1.0,92,(B),-0.009521484375,-13.75,13.740478515625,-13.740478515625
14B,24,-1.0,93,(A),-13.25,-13.75,0.5,0.5
14B,24,-1.0,94,(B),-3.3125,-4.6875,1.375,-1.375
14B,24,-1.0,95,(A),-5.78125,-10.375,4.59375,4.59375
14B,24,-1.0,96,(A),-11.75,-18.25,6.5,6.5
14B,24,-1.0,97,(A),-4.375,-0.0135498046875,-4.3614501953125,-4.3614501953125
14B,24,-1.0,98,(A),-3.46875,-0.09814453125,-3.37060546875,-3.37060546875
14B,24,-1.0,99,(A),-15.25,-18.25,3.0,3.0
14B,24,0.0,0,(B),-0.04931640625,-3.421875,3.37255859375,-3.37255859375
14B,24,0.0,1,(A),-0.37890625,-5.75,5.37109375,5.37109375
14B,24,0.0,2,(B),-1.8125,-1.1875,-0.625,0.625
14B,24,0.0,3,(A),-0.0068359375,-12.0,11.9931640625,11.9931640625
14B,24,0.0,4,(A),-7.53125,-0.291015625,-7.240234375,-7.240234375
14B,24,0.0,5,(A),-11.5,-10.0,-1.5,-1.5
14B,24,0.0,6,(B),-19.25,-23.375,4.125,-4.125
14B,24,0.0,7,(B),-0.0230712890625,-7.78125,7.7581787109375,-7.7581787109375
14B,24,0.0,8,(A),-3.140625,-0.396484375,-2.744140625,-2.744140625
14B,24,0.0,9,(B),-1.9375,-9.1875,7.25,-7.25
14B,24,0.0,10,(B),-20.625,-20.375,-0.25,0.25
14B,24,0.0,11,(A),-0.00885009765625,-12.0,11.99114990234375,11.99114990234375
14B,24,0.0,12,(A),-13.75,-2.28125,-11.46875,-11.46875
14B,24,0.0,13,(A),-19.875,-23.0,3.125,3.125
14B,24,0.0,14,(B),-15.125,-19.625,4.5,-4.5
14B,24,0.0,15,(B),-13.125,-14.875,1.75,-1.75
14B,24,0.0,16,(A),-16.625,-17.5,0.875,0.875
14B,24,0.0,17,(A),-11.25,-3.78125,-7.46875,-7.46875
14B,24,0.0,18,(A),-8.25,-17.0,8.75,8.75
14B,24,0.0,19,(A),-9.125,-15.0,5.875,5.875
14B,24,0.0,20,(B),-1.640625,-0.265625,-1.375,1.375
14B,24,0.0,21,(B),-4.75,-0.240234375,-4.509765625,4.509765625
14B,24,0.0,22,(A),-0.037841796875,-7.15625,7.118408203125,7.118408203125
14B,24,0.0,23,(B),-4.625,-3.984375,-0.640625,0.640625
14B,24,0.0,24,(A),-0.03955078125,-10.6875,10.64794921875,10.64794921875
14B,24,0.0,25,(B),-13.0625,-0.0498046875,-13.0126953125,13.0126953125
14B,24,0.0,26,(A),-8.75,-12.25,3.5,3.5
14B,24,0.0,27,(A),-9.3125,-7.4375,-1.875,-1.875
14B,24,0.0,28,(A),-13.875,-19.375,5.5,5.5
14B,24,0.0,29,(A),-19.25,-21.75,2.5,2.5
14B,24,0.0,30,(B),-12.625,-9.875,-2.75,2.75
14B,24,0.0,31,(B),-13.5,-10.5,-3.0,3.0
14B,24,0.0,32,(B),-5.25,-8.375,3.125,-3.125
14B,24,0.0,33,(B),-8.75,-11.125,2.375,-2.375
14B,24,0.0,34,(B),-17.125,-15.375,-1.75,1.75
14B,24,0.0,35,(B),-8.75,-0.00022602081298828125,-8.749773979187012,8.749773979187012
14B,24,0.0,36,(A),-14.1875,-11.8125,-2.375,-2.375
14B,24,0.0,37,(A),-17.875,-18.125,0.25,0.25
14B,24,0.0,38,(B),-13.5,-10.625,-2.875,2.875
14B,24,0.0,39,(A),-13.0,-21.375,8.375,8.375
14B,24,0.0,40,(B),-0.462890625,-8.0625,7.599609375,-7.599609375
14B,24,0.0,41,(B),-0.000743865966796875,-14.75,14.749256134033203,-14.749256134033203
14B,24,0.0,42,(A),-7.25,-16.625,9.375,9.375
14B,24,0.0,43,(A),-0.1728515625,-4.5625,4.3896484375,4.3896484375
14B,24,0.0,44,(A),-0.126953125,-13.875,13.748046875,13.748046875
14B,24,0.0,45,(B),-15.75,-19.375,3.625,-3.625
14B,24,0.0,46,(A),-13.625,-14.625,1.0,1.0
14B,24,0.0,47,(B),-10.25,-9.0,-1.25,1.25
14B,24,0.0,48,(B),-2.78125,-10.25,7.46875,-7.46875
14B,24,0.0,49,(B),-10.5,-13.625,3.125,-3.125
14B,24,0.0,50,(B),-10.375,-4.25,-6.125,6.125
14B,24,0.0,51,(A),-5.09375,-1.34375,-3.75,-3.75
14B,24,0.0,52,(B),-13.375,-10.75,-2.625,2.625
14B,24,0.0,53,(A),-7.0,-2.359375,-4.640625,-4.640625
14B,24,0.0,54,(B),-4.65625,-0.0286865234375,-4.6275634765625,4.6275634765625
14B,24,0.0,55,(A),-17.875,-26.875,9.0,9.0
14B,24,0.0,56,(B),-14.5625,-13.1875,-1.375,1.375
14B,24,0.0,57,(A),-0.031494140625,-7.90625,7.874755859375,7.874755859375
14B,24,0.0,58,(B),-10.875,-0.9765625,-9.8984375,9.8984375
14B,24,0.0,59,(B),-10.625,-19.0,8.375,-8.375
14B,24,0.0,60,(A),-23.125,-26.625,3.5,3.5
14B,24,0.0,61,(A),-14.875,-23.875,9.0,9.0
14B,24,0.0,62,(A),-10.375,-6.65625,-3.71875,-3.71875
14B,24,0.0,63,(B),-24.25,-22.875,-1.375,1.375
14B,24,0.0,64,(B),-10.375,-7.625,-2.75,2.75
14B,24,0.0,65,(B),-6.4375,-6.0625,-0.375,0.375
14B,24,0.0,66,(A),-7.15625,-4.65625,-2.5,-2.5
14B,24,0.0,67,(B),-2.984375,-0.11279296875,-2.87158203125,2.87158203125
14B,24,0.0,68,(A),-1.9765625,-0.9765625,-1.0,-1.0
14B,24,0.0,69,(B),-3.796875,-9.4375,5.640625,-5.640625
14B,24,0.0,70,(B),-3.046875,-0.048828125,-2.998046875,2.998046875
14B,24,0.0,71,(B),-0.205078125,-6.84375,6.638671875,-6.638671875
14B,24,0.0,72,(A),-4.5,-14.25,9.75,9.75
14B,24,0.0,73,(A),-9.75,-10.0,0.25,0.25
14B,24,0.0,74,(A),-6.53125,-0.0225830078125,-6.5086669921875,-6.5086669921875
14B,24,0.0,75,(B),-7.71875,-4.09375,-3.625,3.625
14B,24,0.0,76,(A),-2.46875,-8.6875,6.21875,6.21875
14B,24,0.0,77,(B),-7.625,-0.01544189453125,-7.60955810546875,7.60955810546875
14B,24,0.0,78,(B),-8.1875,-3.1875,-5.0,5.0
14B,24,0.0,79,(B),-0.000820159912109375,-16.125,16.12417984008789,-16.12417984008789
14B,24,0.0,80,(B),-25.625,-20.625,-5.0,5.0
14B,24,0.0,81,(A),-4.03125,-15.0,10.96875,10.96875
14B,24,0.0,82,(A),-23.25,-23.0,-0.25,-0.25
14B,24,0.0,83,(A),-6.6875,-0.42578125,-6.26171875,-6.26171875
14B,24,0.0,84,(A),-21.75,-26.125,4.375,4.375
14B,24,0.0,85,(A),-12.5,-19.375,6.875,6.875
14B,24,0.0,86,(B),-3.78125,-11.875,8.09375,-8.09375
14B,24,0.0,87,(A),-8.0,-14.875,6.875,6.875
14B,24,0.0,88,(A),-13.625,-15.0,1.375,1.375
14B,24,0.0,89,(A),-11.5,-21.875,10.375,10.375
14B,24,0.0,90,(B),-0.21484375,-10.0625,9.84765625,-9.84765625
14B,24,0.0,91,(B),-7.375,-5.875,-1.5,1.5
14B,24,0.0,92,(B),-0.07958984375,-12.1875,12.10791015625,-12.10791015625
14B,24,0.0,93,(A),-15.5,-14.125,-1.375,-1.375
14B,24,0.0,94,(B),-5.46875,-1.2265625,-4.2421875,4.2421875
14B,24,0.0,95,(A),-7.0,-13.125,6.125,6.125
14B,24,0.0,96,(A),-14.25,-22.875,8.625,8.625
14B,24,0.0,97,(A),-8.25,-0.00112152099609375,-8.248878479003906,-8.248878479003906
14B,24,0.0,98,(A),-7.65625,-0.040283203125,-7.615966796875,-7.615966796875
14B,24,0.0,99,(A),-19.875,-24.0,4.125,4.125
14B,24,1.0,0,(B),-0.11572265625,-3.234375,3.11865234375,-3.11865234375
14B,24,1.0,1,(A),-0.59375,-4.59375,4.0,4.0
14B,24,1.0,2,(B),-2.078125,-2.828125,0.75,-0.75
14B,24,1.0,3,(A),-0.5234375,-7.40625,6.8828125,6.8828125
14B,24,1.0,4,(A),-4.34375,-3.71875,-0.625,-0.625
14B,24,1.0,5,(A),-10.75,-12.375,1.625,1.625
14B,24,1.0,6,(B),-23.375,-24.25,0.875,-0.875
14B,24,1.0,7,(B),-0.0091552734375,-7.5,7.4908447265625,-7.4908447265625
14B,24,1.0,8,(A),-2.1875,-3.3125,1.125,1.125
14B,24,1.0,9,(B),-3.0625,-7.4375,4.375,-4.375
14B,24,1.0,10,(B),-24.0,-26.25,2.25,-2.25
14B,24,1.0,11,(A),-0.0003833770751953125,-12.375,12.374616622924805,12.374616622924805
14B,24,1.0,12,(A),-11.6875,-4.28125,-7.40625,-7.40625
14B,24,1.0,13,(A),-20.875,-24.375,3.5,3.5
14B,24,1.0,14,(B),-18.625,-20.25,1.625,-1.625
14B,24,1.0,15,(B),-13.25,-15.0,1.75,-1.75
14B,24,1.0,16,(A),-15.25,-15.375,0.125,0.125
14B,24,1.0,17,(A),-8.5,-8.0,-0.5,-0.5
14B,24,1.0,18,(A),-7.5,-17.875,10.375,10.375
14B,24,1.0,19,(A),-9.625,-14.25,4.625,4.625
14B,24,1.0,20,(B),-0.28125,-1.53125,1.25,-1.25
14B,24,1.0,21,(B),-4.21875,-3.578125,-0.640625,0.640625
14B,24,1.0,22,(A),-0.361328125,-3.234375,2.873046875,2.873046875
14B,24,1.0,23,(B),-4.5,-3.5,-1.0,1.0
14B,24,1.0,24,(A),-1.125,-7.25,6.125,6.125
14B,24,1.0,25,(B),-11.3125,-0.1953125,-11.1171875,11.1171875
14B,24,1.0,26,(A),-10.0,-17.625,7.625,7.625
14B,24,1.0,27,(A),-8.25,-11.625,3.375,3.375
14B,24,1.0,28,(A),-15.875,-21.875,6.0,6.0
14B,24,1.0,29,(A),-16.625,-20.375,3.75,3.75
14B,24,1.0,30,(B),-14.25,-10.875,-3.375,3.375
14B,24,1.0,31,(B),-13.3125,-11.0625,-2.25,2.25
14B,24,1.0,32,(B),-7.625,-8.625,1.0,-1.0
14B,24,1.0,33,(B),-5.65625,-8.125,2.46875,-2.46875
14B,24,1.0,34,(B),-21.875,-18.75,-3.125,3.125
14B,24,1.0,35,(B),-4.75,-0.0106201171875,-4.7393798828125,4.7393798828125
14B,24,1.0,36,(A),-15.875,-15.125,-0.75,-0.75
14B,24,1.0,37,(A),-21.0,-24.125,3.125,3.125
14B,24,1.0,38,(B),-14.625,-13.25,-1.375,1.375
14B,24,1.0,39,(A),-16.25,-23.375,7.125,7.125
14B,24,1.0,40,(B),-2.234375,-7.21875,4.984375,-4.984375
14B,24,1.0,41,(B),-0.00040435791015625,-10.25,10.249595642089844,-10.249595642089844
14B,24,1.0,42,(A),-11.375,-20.0,8.625,8.625
14B,24,1.0,43,(A),-1.140625,-2.640625,1.5,1.5
14B,24,1.0,44,(A),-0.63671875,-7.625,6.98828125,6.98828125
14B,24,1.0,45,(B),-16.5,-19.125,2.625,-2.625
14B,24,1.0,46,(A),-17.375,-19.75,2.375,2.375
14B,24,1.0,47,(B),-12.125,-11.25,-0.875,0.875
14B,24,1.0,48,(B),-4.8125,-9.8125,5.0,-5.0
14B,24,1.0,49,(B),-13.125,-16.375,3.25,-3.25
14B,24,1.0,50,(B),-13.125,-7.875,-5.25,5.25
14B,24,1.0,51,(A),-3.4375,-4.5625,1.125,1.125
14B,24,1.0,52,(B),-15.625,-13.875,-1.75,1.75
14B,24,1.0,53,(A),-8.375,-10.625,2.25,2.25
14B,24,1.0,54,(B),-1.2265625,-0.474609375,-0.751953125,0.751953125
14B,24,1.0,55,(A),-19.0,-27.25,8.25,8.25
14B,24,1.0,56,(B),-10.4375,-8.5625,-1.875,1.875
14B,24,1.0,57,(A),-0.671875,-4.4375,3.765625,3.765625
14B,24,1.0,58,(B),-10.375,-4.28125,-6.09375,6.09375
14B,24,1.0,59,(B),-11.875,-18.125,6.25,-6.25
14B,24,1.0,60,(A),-23.625,-27.0,3.375,3.375
14B,24,1.0,61,(A),-17.625,-24.875,7.25,7.25
14B,24,1.0,62,(A),-11.625,-15.375,3.75,3.75
14B,24,1.0,63,(B),-26.625,-22.75,-3.875,3.875
14B,24,1.0,64,(B),-10.25,-10.75,0.5,-0.5
14B,24,1.0,65,(B),-5.96875,-3.21875,-2.75,2.75
14B,24,1.0,66,(A),-2.703125,-4.96875,2.265625,2.265625
14B,24,1.0,67,(B),-0.54296875,-2.921875,2.37890625,-2.37890625
14B,24,1.0,68,(A),-2.640625,-1.140625,-1.5,-1.5
14B,24,1.0,69,(B),-3.59375,-8.3125,4.71875,-4.71875
14B,24,1.0,70,(B),-0.0303955078125,-3.53125,3.5008544921875,-3.5008544921875
14B,24,1.0,71,(B),-0.19140625,-4.9375,4.74609375,-4.74609375
14B,24,1.0,72,(A),-7.375,-10.125,2.75,2.75
14B,24,1.0,73,(A),-9.5,-13.25,3.75,3.75
14B,24,1.0,74,(A),-2.828125,-0.578125,-2.25,-2.25
14B,24,1.0,75,(B),-6.09375,-3.984375,-2.109375,2.109375
14B,24,1.0,76,(A),-3.296875,-8.8125,5.515625,5.515625
14B,24,1.0,77,(B),-5.25,-0.25390625,-4.99609375,4.99609375
14B,24,1.0,78,(B),-6.625,-5.25,-1.375,1.375
14B,24,1.0,79,(B),-0.0390625,-3.28125,3.2421875,-3.2421875
14B,24,1.0,80,(B),-25.375,-21.625,-3.75,3.75
14B,24,1.0,81,(A),-7.25,-15.875,8.625,8.625
14B,24,1.0,82,(A),-24.0,-24.5,0.5,0.5
14B,24,1.0,83,(A),-5.0,-2.515625,-2.484375,-2.484375
14B,24,1.0,84,(A),-25.75,-29.25,3.5,3.5
14B,24,1.0,85,(A),-15.75,-20.375,4.625,4.625
14B,24,1.0,86,(B),-7.25,-12.25,5.0,-5.0
14B,24,1.0,87,(A),-8.0,-18.0,10.0,10.0
14B,24,1.0,88,(A),-11.75,-13.25,1.5,1.5
14B,24,1.0,89,(A),-14.625,-23.25,8.625,8.625
14B,24,1.0,90,(B),-0.1416015625,-8.5,8.3583984375,-8.3583984375
14B,24,1.0,91,(B),-8.25,-8.0,-0.25,0.25
14B,24,1.0,92,(B),-1.8125,-5.4375,3.625,-3.625
14B,24,1.0,93,(A),-16.25,-13.9375,-2.3125,-2.3125
14B,24,1.0,94,(B),-4.28125,-2.890625,-1.390625,1.390625
14B,24,1.0,95,(A),-8.625,-15.0,6.375,6.375
14B,24,1.0,96,(A),-16.625,-24.75,8.125,8.125
14B,24,1.0,97,(A),-1.4296875,-0.3046875,-1.125,-1.125
14B,24,1.0,98,(A),-4.21875,-0.84765625,-3.37109375,-3.37109375
14B,24,1.0,99,(A),-22.375,-27.0,4.625,4.625
32B,49,-1.0,0,(B),-1.0703125,-4.9375,3.8671875,-3.8671875
32B,49,-1.0,1,(A),-4.15625,-2.15625,-2.0,-2.0
32B,49,-1.0,2,(B),-7.03125,-6.15625,-0.875,0.875
32B,49,-1.0,3,(A),-2.75,-5.0,2.25,2.25
32B,49,-1.0,4,(A),-6.8125,-4.4375,-2.375,-2.375
32B,49,-1.0,5,(A),-5.71875,-3.46875,-2.25,-2.25
32B,49,-1.0,6,(B),-8.25,-13.25,5.0,-5.0
32B,49,-1.0,7,(B),-1.9375,-9.0,7.0625,-7.0625
32B,49,-1.0,8,(A),-6.09375,-4.71875,-1.375,-1.375
32B,49,-1.0,9,(B),-3.109375,-7.71875,4.609375,-4.609375
32B,49,-1.0,10,(B),-5.1875,-8.0625,2.875,-2.875
32B,49,-1.0,11,(A),-9.6875,-10.3125,0.625,0.625
32B,49,-1.0,12,(A),-7.21875,-1.3359375,-5.8828125,-5.8828125
32B,49,-1.0,13,(A),-5.5,-7.625,2.125,2.125
32B,49,-1.0,14,(B),-6.03125,-9.4375,3.40625,-3.40625
32B,49,-1.0,15,(B),-7.46875,-8.3125,0.84375,-0.84375
32B,49,-1.0,16,(A),-8.4375,-6.15625,-2.28125,-2.28125
32B,49,-1.0,17,(A),-7.0,-3.875,-3.125,-3.125
32B,49,-1.0,18,(A),-2.8125,-6.1875,3.375,3.375
32B,49,-1.0,19,(A),-5.40625,-5.53125,0.125,0.125
32B,49,-1.0,20,(B),-2.65625,-3.78125,1.125,-1.125
32B,49,-1.0,21,(B),-5.96875,-5.34375,-0.625,0.625
32B,49,-1.0,22,(A),-6.5625,-6.4375,-0.125,-0.125
